HerdID,Chaps_ID,SireID,Expr1003,breed,regnum,regname,elecid,Sire_ChapsID,sire,Cow_ChapsID,dam,CowAge,sex,birthwt,calvingease,state,sex_date
H38,20259,L15,,HH,,,,,,,,,1,,,,
H38,20260,L17,1999-03-30,HH,41167437,L DAKOTA AUTUMN 957,,,19511547,,19394319,,1,,,,
H38,20261,L18,1999-04-06,HH,41167439,L DAKOTA AUTUMN 965,,,19511547,,19593530,,1,,,,
H38,20262,L23,2001-03-02,HH,42223519,L SUNDANCE 118,,,40061433,,19540746,,1,,,,
H38,20263,L26,,HH,,,,,,,,,1,,,,
H38,20264,L28,1998-03-07,HH,41068670,L DAKOTA AUTUMN 875,,,19511547,,19394299,,1,,,,
H38,20265,LCHMR012,,,,,,,,,,,1,,,,
H38,20266,LCHROB,1987-02-09,AR,275682,,,20339,RCNDY614,10045,LCHDU,,1,,,,
H38,20267,LEACHEVN,1988-02-07,AR,299211,,,,,,,,1,,,,
H38,20268,LEACHMNA,,,,,,,,,,,1,,,,
H38,20269,LEXUS,,LO,,,,,,,,,1,,,,
H38,20270,LKIR8621,1990-02-16,AR,335067,,,20266,LCHROB,10046,LCHELEN,,1,,,,
H38,20271,LMLA502M,2002-01-29,AR,832407,,,20186,BFCC4912,10043,KRNRERO,,1,,,,
H38,20272,LO,,LO,,,,,,,,,1,,,,
H38,20273,LOVANA,,AN,09819973,LOVANA,,20331,PSPOWER,,,,1,,,,
H38,20274,LRA,1990-01-29,AR,326175,LARSON SUNDANCE 001,,,,,,,1,,,,
H38,20275,LRH1174B,1992-04-30,AR,385484,,,20270,LKIR8621,10047,LCHPRL,,1,,,,
H38,20276,M234,2002-05-09,HH,42287234,,949000000191724,20108,42035398,10007,19555135,,1,,,,
H38,20277,M255,2002-04-27,HH,42287255,,949000000191998,20100,40049272,10012,19583647,,1,,,,
H38,20278,M323,2002-03-26,HH,,SR MAGNET 462,,20100,40049272,10009,19570055,,1,,,,
H38,20279,M361,2002-04-21,HH,42287361,SR SANDMAN 1272,,20108,42035398,10015,40005441,,1,,,,
H38,20280,M362,2002-04-21,HH,42287362,,,20108,42035398,10015,40005441,,1,,,,
H38,20281,M370,2002-04-19,HH,42287370,,0949000000124501,20098,40036739,10016,40042479,,1,,,,
H38,20282,M389,2002-05-22,HH,42287389,,949000000196259,20100,40049272,10017,40042525,,1,,,,
H38,20283,M398,,LO,,,,,,,,,1,,,,
H38,20284,M422,2002-04-24,HH,42287422,,949000000091991,20108,42035398,10019,40045567,,1,,,,
H38,20285,M429,2002-03-28,HH,42287429,,949000000095383,20108,42035398,10026,41053189,,1,,,,
H38,20286,M433,2002-03-26,HH,42287433,,949000000216410,20108,42035398,10024,41053020,,1,,,,
H38,20287,M459,2002-03-27,HH,42287459,,949000000094306,20109,42035426,10022,41034505,,1,,,,
H38,20288,M465,2002-04-05,HH,42287465,,,20109,42035426,10023,41034704,,1,,,,
H38,20289,M470,2002-04-10,HH,42287470,,,20109,42035426,10021,41007692,,1,,,,
H38,20290,M537,2002-04-21,HH,42287537,SR COMET 1252,,,42167187,10027,41131050,,1,,,,
H38,20291,M582,2002-03-08,HH,42287582,SR MARK DON 802,,20106,41139401,10028,42078300,,1,,,,
H38,20292,M59,2010-02-14,SM,2570118,,949000000070911,,2216165,,2183664,,1,,,,
H38,20293,MADCP605,,,,,,,,,,,1,,,,
H38,20294,MDMAD,,,,,,,,,,,1,,,,
H38,20295,MESS,,AR,,Messmer Red Angus Bulls,,,,,,,1,,,,
H38,20296,MRMPRIME,1984-01-10,AR,166282,,,,,,,,1,,,,
H38,20297,MS03,,AR,,,,,,,,,1,,,,
H38,20298,MS11,,AR,,,,,,,,,1,,,,
H38,20299,MS13,,AR,,,,,,,,,1,,,,
H38,20300,MS17,,AR,,,,,,,,,1,,,,
H38,20301,MS28,,AR,,,,,,,,,1,,,,
H38,20302,MS36,,MS,,,,,,,,,1,,,,
H38,20303,MS38,,MS,,,,,,,,,1,,,,
H38,20304,MS41,,AR,,,,,,,,,1,,,,
H38,20305,MS43,,AR,,,,,,,,,1,,,,
H38,20306,MS46,,AR,,,,,,,,,1,,,,
H38,20307,N174,2003-03-28,HH,42408174,,,,41123437,,42078510,,1,,,,
H38,20308,N194,2003-03-17,HH,42420194,,,,42254372,,41139404,,1,,,,
H38,20309,N305,2003-03-09,HH,42408305,,,,42071009,,42197977,,1,,,,
H38,20310,N506,2003-04-24,HH,42407506,,949000000197658,20108,42035398,,19518703,,1,,,,
H38,20311,N563,2003-03-30,HH,42407563,,949000000192410,,42198179,,,,1,,,,
H38,20312,N659,2003-03-28,HH,42407659,,949000000095204,,42197974,,19578502,,1,,,,
H38,20313,N737,2003-04-13,HH,42407737,,949000000200825,,42196319,,19578610,,1,,,,
H38,20314,N762,2003-04-10,HH,42407762,,,,42071009,,19589827,,1,,,,
H38,20315,N861,2003-04-11,HH,41123437,,,,41123437,,40031007,,1,,,,
H38,20316,OKDBLCHF,1976-03-09,AR,78553,,,20327,PBC373D0,10066,PBC373,,1,,,,
H38,20317,OX19,2010-01-01,LO,,,949000000007953,,,,,,1,,,,
H38,20318,P026,,UNKNHH,,,949000000200111,20428,UNKNHH,,,,1,,,,
H38,20319,P065,,HH,,,982009104079635,20428,UNKNHH,,,,1,,,,
H38,20320,P329,2004-03-25,AR,992329,,,,LELAND,,BARN CH,,1,,,,
H38,20321,P586,,HH,42496586,,982009104079678,20428,UNKNHH,,,,1,,,,
H38,20322,P630,,HH,42496630,,982009104079935,20428,UNKNHH,,,,1,,,,
H38,20323,P715,,HH,42495715,,982009104079529,20428,UNKNHH,,,,1,,,,
H38,20324,P90,2004-05-01,LO,FM3990,,982000039975103,,FM647,,FF156,,1,,,,
H38,20325,PAPARITO,,AN,10846681,PAPA RITO T INTENSE DHD 6844,,,,,,,1,,,,
H38,20326,PBC373,,AR,41855,,,,,,,,1,,,,
H38,20327,PBC373D0,1972-03-14,AR,47437,,,20215,CHOCF373,10038,EYEMP4,,1,,,,
H38,20328,PBCD02,,AR,70736,,,,,,,,1,,,,
H38,20329,PBCD6MH1,1975-03-17,AR,70773,,,20327,PBC373D0,,PHCBAND,,1,,,,
H38,20330,PD6106,,AN,10852649,BEAR CREEK POWER DRIVE 6106,,,,,,,1,,,,
H38,20331,PSPOWER,,AN,08974207,P S POWER PLAY,,,,,,,1,,,,
H38,20332,QAS234,,AN,09250717,Q A S TRAVELER 23-4,,20183,BAND234,,,,1,,,,
H38,20333,R100,2005-01-01,LO,,,949000000106693,,,,,,1,,,,
H38,20334,RAIN340,,AN,10388929,G D A R RAINMAKER 340,,20273,LOVANA,,,,1,,,,
H38,20335,RBOW,,CH,,,,,,,,,1,,,,
H38,20336,RCNCAN92,1980-04-16,AR,120186,,,20337,RCNCYNCF,10079,RCNEXA,,1,,,,
H38,20337,RCNCYNCF,1978-03-16,AR,95641,,,20329,PBCD6MH1,10080,RCNIDGO,,1,,,,
H38,20338,RCNDY606,,AR,,,,,,,,,1,,,,
H38,20339,RCNDY614,1976-03-12,AR,87772,,,20250,JHLDY417,10080,RCNIDGO,,1,,,,
H38,20340,RCNROGI4,1974-02-28,AR,66260,,,,,,,,1,,,,
H38,20341,REDCOPPR,,AR,1533,,,,,,,,1,,,,
H38,20342,REDMAC,,,,,,,,,,,1,,,,
H38,20343,REF1,,AN,,,,,,,,,1,,,,
H38,20344,REF2,,AN,,,,,,,,,1,,,,
H38,20345,RITO9J9,,,09682589,RITO 9J9 OF B156 7T26,,,,,,,1,,,,
H38,20346,RLGALENA,,AR,35607,,,,,,,,1,,,,
H38,20347,ROCKYMTN,,AR,8496,,,,,,,,1,,,,
H38,20348,RRRBURKE,,AR,,,,,,,,,1,,,,
H38,20349,S13,2006-03-12,AR,1114775,,982000039974158,,832407,,971798,,1,,,,
H38,20350,S30,,AR,,,,-1,UNKN,,,,1,,,,
H38,20351,S30HH,2006-03-26,HH,42728135,,982000040735674,,42162587,,42287339,,1,,,,
H38,20352,S3153,2006-01-26,HH,X4121210,,982000039975207,,X3997326,,X4011729,,1,,,,
H38,20353,S32,2006-03-28,HH,42728678,,982000039975165,,42162587,,42287288,,1,,,,
H38,20354,S375,2006-05-09,LO,,,,,,,,,1,,,,
H38,20355,S48,2006-04-08,AR,1114780,,982000041245512,,832407,,958997,,1,,,,
H38,20356,S49,2006-04-08,AR,1101273,,982000041183240,,833209,,407740,,1,,,,
H38,20357,S501,2006-03-03,LO,,,,,EZ PRIDE,,EZ MISS,,1,,,,
H38,20358,S58,,AR,,,,,,,,,1,,,,
H38,20359,S59,2006-04-13,AR,1114786,,982000039974163,,761532,,407740,,1,,,,
H38,20360,S6032,2006-02-24,AR,1129721,,982000039975466,,648319,,992245,,1,,,,
H38,20361,S6042,2006-02-26,AR,1129750,,982000040735727,,545761,,632709,,1,,,,
H38,20362,S6054,2006-02-28,AR,1129732,,982000039975601,,575520,,549221,,1,,,,
H38,20363,S6153,2006-03-31,AR,1129780,,982000041183249,,763219,,667864,,1,,,,
H38,20364,S6158,2006-04-05,AR,1129717,,,,921761,,992270,,1,,,,
H38,20365,S64,2006-04-14,HH,42727065,,982000039974223,,42444418,,41026053,,1,,,,
H38,20366,S642,2006-03-11,HH,X4121962,,982000039975569,,LOTTO255,,X4058156,,1,,,,
H38,20367,S655,2006-03-21,HH,X4121963,,982000039488635,,LOTTO255,,X4058144,,1,,,,
H38,20368,S659,2006-03-24,HH,X4121964,,982000039975453,,GSALLSTA,,X4058161,,1,,,,
H38,20369,S671,2006-04-29,HH,X4124729,,982000039974273,,LOTTO255,,X4058142,,1,,,,
H38,20370,S73,2006-03-04,HH,42729126,,982000039975323,,42536808,,42495930,,1,,,,
H38,20371,S74,2006-03-04,HH,42729127,,982000041182894,,42536808,,42495930,,1,,,,
H38,20372,S9,2006-03-13,HH,42731469,,982000041183181,,42731469,,SBROBYN,,1,,,,
H38,20373,SHERMAN,,LO,,,,,,,,,1,,,,
H38,20374,SKOG,,CH,,,,,,,,,1,,,,
H38,20375,SR006,2001-02-17,HH,42200613,SR STANDARD 61,,20110,42200609,10029,42167185,,1,,,,
H38,20376,SR0103,2000-03-18,HH,42073845,SR PATROL 0103,,20050,19563937,10018,40045544,,1,,,,
H38,20377,SR0110,2001-04-06,HH,42197981,SR BRITISHER 1101,,20098,40036739,10008,19564652,,1,,,,
H38,20378,SR016,2001-03-12,HH,42197737,LS IMPRINT 161,,20109,42035426,10003,19381981,,1,,,,
H38,20379,SR03,,HH,,,,,,,,,1,,,,
H38,20380,SR099,2001-04-01,HH,42197948,SR IMPRINT 991,,20109,42035426,10011,19583594,,1,,,,
H38,20381,SR105,2001-04-04,HH,42197732,SR MAGNET 1051,,20100,40049272,10002,19306637,,1,,,,
H38,20382,SR109,,HH,,,,,,,,,1,,,,
H38,20383,SR110,,HH,,,,,,,,,1,,,,
H38,20384,SR29,2000-03-21,HH,42078100,SR IMPRINT 290,,20109,42035426,10012,19583647,,1,,,,
H38,20385,SR34,1999-03-24,HH,41130962,SR COMMAND 349,,20044,19436461,10006,19532358,,1,,,,
H38,20386,SR36,2000-03-24,HH,42077969,DS COMMAND 360,,,BB7Z4032,,DSM370,,1,,,,
H38,20387,SR37,,HH,,,,,,,,,1,,,,
H38,20388,SR48,,HH,,,,,,,,,1,,,,
H38,20389,SR49,,HH,,,,,,,,,1,,,,
H38,20390,SR610,2000-04-10,HH,42077966,SR MAGNET 610,,20100,40049272,10004,19382093,,1,,,,
H38,20391,SR64,2001-03-27,HH,42197914,SR MAGNET 641,,20100,40049272,10010,19583593,,1,,,,
H38,20392,SR74,1998-04-18,HH,41007699,SR PATRIOT 8189,,,BBP0293,,BBMS804,,1,,,,
H38,20393,SR75,2000-03-06,HH,42078458,DS MARK DOMINO 750,,20051,19599204,10025,41053182,,1,,,,
H38,20394,SR92,,HH,,,,,,,,,1,,,,
H38,20395,SR94,2001-03-31,HH,42197773,SR MAGNET 941,,20100,40049272,10005,19532315,,1,,,,
H38,20396,SR96,,HH,,,,,,,,,1,,,,
H38,20397,SS30,,AR,,,,,,,,,1,,,,
H38,20398,ST99,,AN,,,,,,,,,1,,,,
H38,20399,STORMALG,1957-02-16,AR,1434,,,,,,,,1,,,,
H38,20400,STUB,,HH,,STUBER HEREFORDS,,,,,,,1,,,,
H38,20401,T713,2007-02-10,SH,X4132095,,,,,,,,1,,,,
H38,389,T7131,2007-03-30,LOHHARHH,,,949000000006036,20087,307M,,FM9,,1,,,,
H38,20403,THH1712,,HH,40004855,,,,,,,,1,,,,
H38,20404,THH415,,HH,19427495,,,,,,,,1,,,,
H38,20405,THH516,,HH,19492955,,,,,,,,1,,,,
H38,20406,THH6032,,HH,19604679,,,,,,,,1,,,,
H38,20407,THH6106,,HH,19604731,,,,,,,,1,,,,
H38,20408,THH95430,,HH,19515126,,,,,,,,1,,,,
H38,20409,THH96910,,HH,19574262,,,,,,,,1,,,,
H38,20410,THUNDERB,1976-04-18,AR,62700,,,,,,,,1,,,,
H38,20411,TT99,,AN,,,,,,,,,1,,,,
H38,20412,U03,2008-03-06,AR,1242067,,982000128138490,,L290605,,JULIAS98,,1,,,,
H38,20413,U58,2008-04-11,AR,1242050,,,,937253,,958997,,1,,,,
H38,20414,U59,2008-04-11,AR,1242051,,,,937253,,971785,,1,,,,
H38,20415,U70,2008-04-14,AR,1242075,,,,SHODATA,,HIHO3007,,1,,,,
H38,20416,U8501,2008-01-21,SH,X4148364,,,,X4051692,,X4121211,,1,,,,
H38,20417,U8502,2008-01-20,SH,X4146285,,,,X4135495,,X4101844,,1,,,,
H38,20418,U8503,2008-01-23,SH,85 1 23 29S3,,,,X3977726,,X4121225,,1,,,,
H38,20419,U8504,2008-01-28,SH,X4146280,,,,X4135495,,X4101842,,1,,,,
H38,20420,U8505,2008-02-02,SH,X4146288,,,,X4135495,,AR38387,,1,,,,
H38,20421,U8506,2008-01-29,SH,X4146277,,,,X4135495,,4045291,,1,,,,
H38,20422,U8507,2008-01-26,SH,X4146272,,,,X4135495,,AR38389,,1,,,,
H38,-1,UNKN,,,,,,-1,UNKN,,,,1,,,,
H38,20424,UNKNAN,,AN,,,,,,,,,1,,,,
H38,20425,UNKNAR,,AR,,,,,,,,,1,,,,
H38,20426,UNKNCH,,CH,,,,,,,,,1,,,,
H38,20427,UNKNGV,,GV,,,,,,,,,1,,,,
H38,20428,UNKNHH,,HH,,,,,,,,,1,,,,
H38,20429,UNKNLM,,LM,,,,,,,,,1,,,,
H38,20430,UNKNLO,,LO,,,,,,,,,1,,,,
H38,20431,UNKNSH,,SH,,,,,,,,,1,,,,
H38,20432,UNKNSM,,SM,,,,,,,,,1,,,,
H38,20433,UTAH,,LO,,,,,,,,,1,,,,
H38,20434,V005,2008-02-10,AR,1238605,,982000128138375,,969339,,1109562,,1,,,,
H38,20435,V103,2008-03-08,AR,1238639,,,,1037373,,1109688,,1,,,,
H38,20436,V108,2008-03-10,AR,1238507,,,,BANDS152,,ZINA237P,,1,,,,
H38,20437,V131,2008-03-19,AR,1238616,,,,1037373,,1109610,,1,,,,
H38,20438,V146,2008-03-23,AR,1238503,,,,JUL364R,,CHEN224N,,1,,,,
H38,20439,V162,2008-03-30,AR,1238536,,949000000076854,,1037373,,1037410,,1,,,,
H38,20440,V529,2008-03-10,AR,1238678,,,,MARIA548,,PAND9498,,1,,,,
H38,20441,V532,2008-03-11,AR,1238662,,,,ROB8621,,ZINA9811,,1,,,,
H38,20442,W02,2009-03-20,AN,16547366,,,,14899673,,15801947,,1,,,,
H38,20443,W039,2009-03-11,AR,1317982,,,,387580,,834374,,1,,,,
H38,20444,W045,2009-03-12,AR,1317985,,949000000197589,,387580,,834374,,1,,,,
H38,20445,W09,2009-03-13,AN,16547369,,,,14899673,,15998427,,1,,,,
H38,20446,W11,2009-03-13,AN,16547370,,,,14899673,,15998426,,1,,,,
H38,20447,W12,2009-03-05,AR,1317950,,949000000248689,,960383,,834374,,1,,,,
H38,20448,W17,2009-03-07,AR,1317946,,949000000195814,,657222,,605263,,1,,,,
H38,20449,W27,2009-03-31,AN,16547374,,,,14899673,,15639990,,1,,,,
H38,20450,W78,2009-05-23,AR,1325074,,,,MLKC7160,,SMJS224,,1,,,,
H38,20451,W9161,2009-03-19,AR,1337167,,,,1111871,,823454,,1,,,,
H38,20452,W9221,2009-04-01,AR,1337190,,,,1111871,,1031383,,1,,,,
H38,20453,W9239,2009-04-06,AR,1337204,,,,1039200,,1198494,,1,,,,
H38,20454,W9245,2009-04-09,AR,1337162,,,,1187150,,575560,,1,,,,
H38,20455,W9247,2009-04-11,AR,1337111,,,,921761,,1033917,,1,,,,
H38,20456,W98,2009-04-23,AR,,,,,,,,,1,,,,
H38,20457,WHIT,,AR,,WHITMORE AR BULLS,,,,,,,1,,,,
H38,20458,WIX425,,,,,,,,,,,1,,,,
H38,20459,X0004,2010-02-23,ANARANHH,,,982000128138548,20146,7AN278,,U8076,,1,,,,
H38,20460,X0021,2010-03-04,ANGV,,,982000128138677,20146,7AN278,,U8380,,1,,,,
H38,495,X0025,2010-03-05,ARLOHHAR,,,982000128138675,20425,UNKNAR,420,U8190,,1,,,,
H38,500,X0033,2010-03-07,ARLOAN,,,982000128138532,20425,UNKNAR,10149,U8235,,1,,,,
H38,519,X0061,2010-03-18,ARLOANHH,,,999000000013061,20425,UNKNAR,10082,S6040,,1,,,,
H38,520,X0062,2010-03-18,ARLOANAN,,,982000128138539,20425,UNKNAR,,R5043,,1,,,,
H38,521,X0069,2010-03-19,ARLOAN,,,982000128138881,20441,V532,10055,N3087,,1,,,,
H38,531,X0100,2010-03-27,ARLOLOAN,,,982000128138659,20436,V108,375,S6096,,1,,,,
H38,537,X0126,2010-03-30,ARLOANAN,,,982000128138525,20440,V529,10119,S6273,,1,,,,
H38,20468,X0132,2010-04-01,ARLOARAN,,,982000128138284,20425,UNKNAR,,N3343,,1,,,,
H38,543,X0155,2010-04-04,ARARLOLO,,,982000128138721,20425,UNKNAR,417,U8163,,1,,,,
H38,545,X0167,2010-04-07,ARLOANHH,,,982000128138695,20425,UNKNAR,10108,S6197,,1,,,,
H38,20471,X146,2010-05-26,AR,1393930,,982000128138295,,7057,,8007,,1,,,,
H38,20472,X187,2010-06-04,AR,1393949,,,,791-9065,,6158,,1,,,,
H38,20473,Y066,2011-05-14,AR,1473021,006Z5ID,949000000104160,,8213,,5069,,1,,,,
H38,608,Y1076,2011-03-18,LOLOANHH,,,982000172933728,20283,M398,10062,P4108,,1,,,,
H38,636,Y1199,2011-04-13,LOLOANGV,,,982000172933738,20283,M398,10059,P4082,,1,,,,
H38,20476,Y142,2011-05-24,AR,1473096,006Z5ID,949000000007187,,K1,,9002,,1,,,,
H38,20477,Z14,2012-02-20,GV,1213705,006Z5ID,,,1141930,,1149660,,1,,,,
H38,20478,Z2107,2012-05-26,SMAN,,006Z5ID,949000000008813,20112,50P7,,P4003,,1,,,,
H38,20479,Z96,2012-04-16,GV,1213661,006Z5ID,949000000007504,,1112318,,826927,,1,,,,
